player,key,status,skin_frac,cheek_r,cheek_g,cheek_b,cheek_lum,crown_r,crown_g,crown_b,crown_lum,mous_delta,chin_delta,jaw_delta,hair_above
Cameron Tom,cameron tom,ok,0.126,179,120,96,134.9,30,30,29,29.9,101.9,36.2,67.9,0.763
Dalvin Tomlinson,dalvin tomlinson,ok,0.054,128,69,59,85.7,19,18,24,19.0,72.8,-20.7,52.5,0.641
Eric Tomlinson,eric tomlinson,ok,0.127,98,64,48,72.3,40,127,225,112.2,-136.9,-70.9,-62.6,0.968
LaDainian Tomlinson,ladainian tomlinson,ok,0.047,90,79,40,77.7,185,187,167,184.1,,,,0.093
Laken Tomlinson,laken tomlinson,ok,0.097,86,59,45,65.5,7,6,7,6.4,63.5,-16.2,18.3,0.389
Cole Toner,cole toner,ok,0.186,215,146,132,165.0,84,65,54,69.6,-11.9,55.5,40.6,0.073
Kadarius Toney,kadarius toney,ok,0.093,85,47,33,56.8,27,28,29,27.8,34.2,20.9,25.5,1.0
Shaka Toney,shaka toney,ok,0.172,199,137,100,151.3,9,6,5,6.8,142.6,25.3,52.3,0.723
Khyiris Tonga,khyiris tonga,ok,0.067,96,52,43,64.1,192,13,22,67.5,-167.6,-35.0,-23.7,0.971
Reggie Tongue,reggie tongue,no face,0.0,,,,,,,,,,,,
Robert Tonyan,robert tonyan,ok,0.127,223,144,119,164.8,34,25,22,27.3,112.2,-54.8,28.1,0.124
Casey Toohill,casey toohill,ok,0.139,192,143,133,156.5,77,63,60,66.8,-4.0,53.1,33.8,0.02
Amani Toomer,amani toomer,no face,0.0,,,,,,,,,,,,
Korey Toomer,korey toomer,ok,0.154,173,107,77,123.3,27,25,21,25.1,26.7,95.6,70.2,0.355
Nick Toon,nick toon,no face,0.0,,,,,,,,,,,,
Spencer Toone,spencer toone,no face,0.0,,,,,,,,,,,,
Tim Toone,tim toone,no face,0.0,,,,,,,,,,,,
Ryan Torain,ryan torain,no face,0.0,,,,,,,,,,,,
Reggie Torbor,reggie torbor,no face,0.0,,,,,,,,,,,,
Alek Torgersen,alek torgersen,no face,0.0,,,,,,,,,,,,
Anthony Toribio,anthony toribio,no face,0.0,,,,,,,,,,,,
Leigh Torrence,leigh torrence,no face,0.0,,,,,,,,,,,,
O'Cyrus Torrence,ocyrus torrence,ok,0.09,176,89,63,112.2,16,15,15,15.3,19.8,98.9,98.2,0.516
Keith Toston,keith toston,no face,0.0,,,,,,,,,,,,
Brett Toth,brett toth,ok,0.14,213,150,130,166.3,24,18,16,19.6,64.8,-0.3,136.8,0.504
Jon Toth,jon toth,ok,0.205,154,107,86,118.7,63,48,41,51.7,-37.4,63.3,17.3,0.0
Michael Toudouze,michael toudouze,no face,0.0,,,,,,,,,,,,
Samori Toure,samori toure,ok,0.151,230,171,138,184.9,27,23,22,24.1,160.5,20.2,40.3,0.402
Fitzgerald Toussaint,fitzgerald toussaint,ok,0.143,122,77,51,87.5,108,95,86,97.9,-30.1,67.2,68.1,0.056
Keith Towbridge,keith towbridge,ok,0.169,158,93,61,108.8,25,20,18,21.3,11.9,-12.4,8.5,0.477
Lester Towns,lester towns,no face,0.0,,,,,,,,,,,,
Derrick Townsel,derrick townsel,no face,0.0,,,,,,,,,,,,
Johnny Townsend,johnny townsend,ok,0.173,147,111,90,119.4,130,124,118,125.0,-52.7,-40.6,-23.0,0.192
Tommy Townsend,tommy townsend,ok,0.225,127,84,61,94.2,21,15,10,16.2,-97.6,-74.0,62.0,0.112
Deshea Townsend,deshea townsend,no face,0.0,,,,,,,,,,,,
Adrian Tracy,adrian tracy,no face,0.0,,,,,,,,,,,,
Tyrone Tracy Jr.,tyrone tracy,ok,0.112,158,91,66,108.2,12,12,12,12.0,96.3,39.8,56.5,0.989
Dante Trader Jr.,dante trader,ok,0.139,206,148,124,162.3,36,25,26,28.5,8.4,118.6,115.7,0.268
Rod Trafford,rod trafford,no face,0.0,,,,,,,,,,,,
Patrick Trahan,patrick trahan,no face,0.0,,,,,,,,,,,,
Lynden Trail,lynden trail,no face,0.0,,,,,,,,,,,,
Austin Trammell,austin trammell,ok,0.16,197,151,143,163.8,98,79,72,83.7,-31.5,29.5,77.1,0.024
Drue Tranquill,drue tranquill,ok,0.132,216,135,101,155.3,21,15,12,16.5,97.8,7.9,-8.0,0.442
Badara Traore,badara traore,ok,0.171,159,110,80,120.9,18,15,13,15.7,116.2,39.8,58.5,0.487
Ozzy Trapilo,ozzy trapilo,ok,0.154,235,185,178,199.2,80,57,48,62.9,27.1,9.5,52.9,0.032
Kyle Trask,kyle trask,ok,0.153,211,183,172,190.1,73,60,48,62.8,40.3,81.1,36.4,0.029
Justin Trattou,justin trattou,no face,0.0,,,,,,,,,,,,
Adam Trautman,adam trautman,ok,0.162,198,148,126,160.4,57,49,36,50.0,-18.2,56.1,76.1,0.065
Phil Trautwein,phil trautwein,no face,0.0,,,,,,,,,,,,
Damarius Travis,damarius travis,ok,0.142,170,123,100,134.4,21,20,20,20.3,51.5,45.8,52.2,0.841
Jalen Travis,jalen travis,ok,0.126,213,159,146,173.7,14,13,13,13.3,140.3,-6.2,11.7,0.857
Jordan Travis,jordan travis,ok,0.131,190,153,137,162.2,14,13,15,13.5,31.7,91.8,48.8,1.0
Ross Travis,ross travis,ok,0.168,208,147,127,163.0,22,19,17,19.7,135.7,62.0,86.2,0.566
Brynden Trawick,brynden trawick,ok,0.149,198,127,94,144.5,45,41,38,41.9,76.4,123.6,112.4,0.68
Austin Traylor,austin traylor,ok,0.138,114,66,46,78.1,22,16,14,17.6,46.2,5.7,8.9,0.679
Keith Traylor,keith traylor,no face,0.0,,,,,,,,,,,,
Laquon Treadwell,laquon treadwell,ok,0.134,129,84,65,95.3,182,179,158,177.5,90.6,25.0,62.9,0.469
Bryce Treggs,bryce treggs,ok,0.157,223,161,135,176.6,28,27,25,27.1,89.1,29.5,39.3,1.0
Stephen Trejo,stephen trejo,no face,0.0,,,,,,,,,,,,
Tommy Tremble,tommy tremble,ok,0.123,188,127,104,142.6,14,13,12,13.2,93.3,18.5,29.1,1.0
Morgan Trent,morgan trent,no face,0.0,,,,,,,,,,,,
Sebastian Tretola,sebastian tretola,no face,0.0,,,,,,,,,,,,
JC Tretter,jc tretter,ok,0.255,55,40,38,44.3,36,18,13,22.8,24.5,,14.3,0.004
Adam Treu,adam treu,no face,0.0,,,,,,,,,,,,
Danny Trevathan,danny trevathan,ok,0.123,126,80,65,91.9,36,31,37,33.2,-23.4,-27.0,40.9,0.933
DeJuan Tribble,dejuan tribble,no face,0.0,,,,,,,,,,,,
Bralen Trice,bralen trice,ok,0.14,161,115,86,125.4,18,12,10,13.6,14.3,108.6,62.6,0.689
Cory Trice Jr.,cory trice,ok,0.121,157,110,97,122.6,29,27,29,27.8,38.6,89.2,63.9,0.723
Louis Trinca-Pasat,louis trinca pasat,no face,0.0,,,,,,,,,,,,
Nate Triplett,nate triplett,no face,0.0,,,,,,,,,,,,
Jordan Tripp,jordan tripp,no face,0.0,,,,,,,,,,,,
Larry Tripplett,larry tripplett,no face,0.0,,,,,,,,,,,,
Jeremiah Trotter,jeremiah trotter,no face,0.0,,,,,,,,,,,,
Torell Troup,torell troup,no face,0.0,,,,,,,,,,,,
Ben Troupe,ben troupe,no face,0.0,,,,,,,,,,,,
Johnnie Troutman,johnnie troutman,no face,0.0,,,,,,,,,,,,
Mitchell Trubisky,mitchell trubisky,ok,0.159,210,146,113,161.4,35,25,18,27.2,52.6,123.1,93.6,0.242
Jeremy Trueblood,jeremy trueblood,no face,0.0,,,,,,,,,,,,
Desmond Trufant,desmond trufant,ok,0.142,141,69,42,87.5,26,25,25,25.3,-8.9,69.6,67.6,0.627
Isaiah Trufant,isaiah trufant,no face,0.0,,,,,,,,,,,,
Marcus Trufant,marcus trufant,no face,0.0,,,,,,,,,,,,
R-Kal Truluck,r kal truluck,no face,0.0,,,,,,,,,,,,
Jason Trusnik,jason trusnik,no face,0.0,,,,,,,,,,,,
Justin Tryon,justin tryon,no face,0.0,,,,,,,,,,,,
Joe Tryon-Shoyinka,joe tryon shoyinka,ok,0.139,221,160,131,174.9,6,5,4,5.2,7.5,14.6,37.4,0.999
Stevie Tu'ikolovatu,stevie tuikolovatu,ok,0.227,90,66,57,72.2,136,130,128,131.6,,,,0.0
Marcus Tubbs,marcus tubbs,no face,0.0,,,,,,,,,,,,
Justin Tuck,justin tuck,no face,0.0,,,,,,,,,,,,
Casey Tucker,casey tucker,ok,0.181,216,170,149,181.4,37,23,14,26.2,99.4,148.3,149.2,0.07
Justin Tucker,justin tucker,ok,0.131,171,120,102,133.2,18,15,13,15.7,35.6,103.4,106.0,0.722
Jyles Tucker,jyles tucker,no face,0.0,,,,,,,,,,,,
Marcus Tucker,marcus tucker,ok,0.153,153,115,97,124.3,13,18,21,16.8,68.0,81.7,85.3,0.438
Matthew Tucker,matthew tucker,no face,0.0,,,,,,,,,,,,
Rex Tucker,rex tucker,no face,0.0,,,,,,,,,,,,
Ross Tucker,ross tucker,no face,0.0,,,,,,,,,,,,
Ryan Tucker,ryan tucker,no face,0.0,,,,,,,,,,,,
Torrin Tucker,torrin tucker,no face,0.0,,,,,,,,,,,,
Tre Tucker,tre tucker,ok,0.114,161,113,101,126.0,26,24,28,25.1,4.6,100.1,102.4,0.583
Verran Tucker,verran tucker,no face,0.0,,,,,,,,,,,,
Jeff Tuel,jeff tuel,no face,0.0,,,,,,,,,,,,
Max Tuerk,max tuerk,no face,0.0,,,,,,,,,,,,
Jay Tufele,jay tufele,ok,0.094,167,125,103,135.0,16,16,15,15.9,112.3,21.6,67.6,0.996
Sean Tufts,sean tufts,no face,0.0,,,,,,,,,,,,
Justin Tuggle,justin tuggle,no face,0.0,,,,,,,,,,,,
Jacob Tuioti-Mariner,jacob tuioti mariner,ok,0.12,144,101,84,111.9,4,3,2,3.2,-24.1,-20.8,74.3,0.997
Marlon Tuipulotu,marlon tuipulotu,ok,0.071,193,122,101,140.8,8,7,7,7.3,130.4,-83.3,52.7,0.329
Tuli Tuipulotu,tuli tuipulotu,ok,0.115,215,158,135,172.4,10,10,14,10.5,158.5,31.1,70.8,0.997
Stephon Tuitt,stephon tuitt,ok,0.158,233,157,120,175.5,33,29,26,29.9,3.3,48.7,83.3,0.262
Will Tukuafu,will tukuafu,no face,0.0,,,,,,,,,,,,
Davis Tull,davis tull,no face,0.0,,,,,,,,,,,,
Stephen Tulloch,stephen tulloch,no face,0.0,,,,,,,,,,,,
Jerame Tuman,jerame tuman,no face,0.0,,,,,,,,,,,,
Clayton Tune,clayton tune,ok,0.156,158,112,98,123.7,62,44,40,49.1,-62.7,-33.4,-10.0,0.126
Laremy Tunsil,laremy tunsil,ok,0.131,160,109,93,122.4,89,48,34,58.7,92.5,28.8,62.2,0.033
Tom Tupa,tom tupa,no face,0.0,,,,,,,,,,,,
Christian Tupou,christian tupou,no face,0.0,,,,,,,,,,,,
Fenuki Tupou,fenuki tupou,no face,0.0,,,,,,,,,,,,
Josh Tupou,josh tupou,ok,0.097,210,126,97,147.8,12,11,11,11.3,133.3,4.3,69.0,0.351
Tani Tupou,tani tupou,no face,0.0,,,,,,,,,,,,
Kemoko Turay,kemoko turay,ok,0.12,115,64,51,77.8,29,24,22,25.3,12.7,59.0,60.1,0.346
Robert Turbin,robert turbin,ok,0.117,106,67,54,77.2,13,12,15,12.6,67.3,36.8,60.8,0.534
Matt Turk,matt turk,no face,0.0,,,,,,,,,,,,
Kyle Turley,kyle turley,no face,0.0,,,,,,,,,,,,
Barry Turner,barry turner,no face,0.0,,,,,,,,,,,,
DJ Turner II,dj turner,ok,0.127,226,144,104,164.4,18,16,14,16.4,99.8,64.0,74.9,1.0
Dallas Turner,dallas turner,ok,0.136,124,81,60,91.5,19,20,15,19.1,69.6,7.6,33.1,0.464
Kobie Turner,kobie turner,ok,0.106,169,111,89,125.8,11,10,10,10.3,34.8,117.3,98.0,0.53
Landon Turner,landon turner,ok,0.163,217,138,101,157.4,109,73,50,81.1,99.8,150.4,146.1,0.051
Larry Turner,larry turner,no face,0.0,,,,,,,,,,,,
Malik Turner,malik turner,ok,0.121,151,85,50,100.7,20,16,15,17.1,14.3,89.9,71.5,0.544
Michael Turner,michael turner,no face,0.0,,,,,,,,,,,,
Cole Turner,cole turner,ok,0.137,219,162,138,176.3,129,117,116,120.5,1.5,116.2,29.0,0.013
Patrick Turner,patrick turner,no face,0.0,,,,,,,,,,,,
Paul Turner,paul turner,no face,0.0,,,,,,,,,,,,
Payton Turner,payton turner,ok,0.105,216,147,120,164.6,17,16,17,16.4,121.1,40.0,60.3,1.0
Robert Turner,robert turner,no face,0.0,,,,,,,,,,,,
Shemar Turner,shemar turner,ok,0.109,146,89,69,103.9,14,12,11,12.5,89.9,16.3,56.8,0.328
Trai Turner,trai turner,ok,0.127,172,98,64,116.4,59,37,26,42.3,5.5,44.3,81.3,0.014
Billy Turner,billy turner,ok,0.125,109,73,54,81.5,16,14,12,14.4,12.4,7.8,41.6,0.785
Delarrin Turner-Yell,delarrin turner yell,ok,0.144,140,87,67,100.6,8,9,8,8.6,31.9,47.1,20.7,0.292
Derrek Tuszka,derrek tuszka,ok,0.233,142,98,72,108.3,166,149,132,152.1,79.3,-22.5,-26.8,0.0
Bhayshul Tuten,bhayshul tuten,ok,0.096,146,109,96,118.7,29,24,26,25.7,-1.6,74.6,58.1,0.872
Melvin Tuten,melvin tuten,no face,0.0,,,,,,,,,,,,
Stacy Tutt,stacy tutt,no face,0.0,,,,,,,,,,,,
Shy Tuttle,shy tuttle,ok,0.109,193,126,96,142.6,14,12,13,12.7,11.7,126.6,110.3,0.992
Jaylen Twyman,jaylen twyman,ok,0.125,156,99,80,113.7,26,20,22,22.0,79.4,56.2,53.0,0.521
Will Tye,will tye,ok,0.131,145,95,78,108.1,20,22,18,20.9,28.5,50.0,31.8,0.939
Tank Tyler,tank tyler,no face,0.0,,,,,,,,,,,,
Rich Tylski,rich tylski,no face,0.0,,,,,,,,,,,,
Brian Tyms,brian tyms,no face,0.0,,,,,,,,,,,,
Lawrence Tynes,lawrence tynes,no face,0.0,,,,,,,,,,,,
David Tyree,david tyree,no face,0.0,,,,,,,,,,,,
DeAngelo Tyson,deangelo tyson,no face,0.0,,,,,,,,,,,,
Joshua Uche,joshua uche,ok,0.111,142,95,81,107.5,26,19,16,20.8,53.2,61.1,38.8,0.19
Kenechi Udeze,kenechi udeze,no face,0.0,,,,,,,,,,,,
Tony Ugoh,tony ugoh,no face,0.0,,,,,,,,,,,,
Jerry Ugokwe,jerry ugokwe,no face,0.0,,,,,,,,,,,,
Jeff Ulbrich,jeff ulbrich,no face,0.0,,,,,,,,,,,,
Artie Ulmer,artie ulmer,no face,0.0,,,,,,,,,,,,
Edefuan Ulofoshio,edefuan ulofoshio,ok,0.176,69,39,20,45.8,24,15,9,17.0,-33.5,-37.3,-16.9,0.174
Princely Umanmielen,princely umanmielen,ok,0.2,74,48,31,53.5,19,18,18,18.3,-56.2,,24.9,0.155
Osi Umenyiora,osi umenyiora,no face,0.0,,,,,,,,,,,,
Mason Unck,mason unck,no face,0.0,,,,,,,,,,,,
Brandon Underwood,brandon underwood,no face,0.0,,,,,,,,,,,,
Marviel Underwood,marviel underwood,no face,0.0,,,,,,,,,,,,
Tiquan Underwood,tiquan underwood,no face,0.0,,,,,,,,,,,,
Harvey Unga,harvey unga,no face,0.0,,,,,,,,,,,,
J.J. Unga,jj unga,no face,0.0,,,,,,,,,,,,
Max Unger,max unger,ok,0.173,222,151,137,170.6,172,128,112,139.3,80.5,138.9,155.4,0.075
Mitch Unrein,mitch unrein,ok,0.253,59,45,38,48.4,19,7,4,10.2,,,,0.146
Courtney Upshaw,courtney upshaw,no face,0.0,,,,,,,,,,,,
Regan Upshaw,regan upshaw,no face,0.0,,,,,,,,,,,,
Brent Urban,brent urban,ok,0.138,179,129,116,142.4,76,57,47,61.5,-31.2,47.2,35.1,0.02
Jerheme Urban,jerheme urban,no face,0.0,,,,,,,,,,,,
Kraig Urbik,kraig urbik,no face,0.0,,,,,,,,,,,,
Brian Urlacher,brian urlacher,no face,0.104,,,,,,,,,,,,
Mario Urrutia,mario urrutia,no face,0.0,,,,,,,,,,,,
John Urschel,john urschel,no face,0.0,,,,,,,,,,,,
John Ursua,john ursua,ok,0.127,207,158,118,168.1,32,32,25,31.2,124.1,146.1,147.5,0.915
Ben Utecht,ben utecht,no face,0.0,,,,,,,,,,,,
Eyioma Uwazurike,eyioma uwazurike,ok,0.125,200,127,93,145.0,12,10,6,10.1,126.9,15.0,46.7,0.591
C.J. Uzomah,cj uzomah,ok,0.141,152,102,83,114.8,141,122,101,125.3,20.7,99.4,105.6,0.021
Kenny Vaccaro,kenny vaccaro,ok,0.142,237,143,109,167.2,16,13,12,13.8,74.2,74.9,89.3,0.554
Destiny Vaeao,destiny vaeao,ok,0.18,204,135,107,152.4,25,21,20,22.1,107.8,39.1,43.0,0.766
Halapoulivaati Vaitai,halapoulivaati vaitai,ok,0.111,170,123,100,134.4,44,43,43,43.3,55.4,96.3,92.2,0.896
Fui Vakapuna,fui vakapuna,no face,0.0,,,,,,,,,,,,
Sione Vaki,sione vaki,ok,0.089,162,98,68,113.7,201,196,203,198.3,-26.1,-71.0,-16.1,1.0
Marquez Valdes-Scantling,marquez valdes scantling,ok,0.126,121,71,53,83.9,27,22,20,23.3,31.8,8.9,39.8,0.32
Carrington Valentine,carrington valentine,ok,0.12,179,112,81,128.5,6,6,5,5.9,36.8,35.0,45.2,1.0
Vincent Valentine,vincent valentine,ok,0.143,114,79,69,88.3,15,14,15,14.4,71.0,18.3,48.2,0.695
Tanner Vallejo,tanner vallejo,ok,0.181,214,170,150,180.7,20,15,11,16.0,126.1,147.9,139.3,0.366
Hakeem Valles,hakeem valles,ok,0.133,125,73,45,85.4,54,31,16,36.2,-7.8,47.9,68.5,0.113
Max Valles,max valles,no face,0.0,,,,,,,,,,,,
Steve Vallos,steve vallos,no face,0.0,,,,,,,,,,,,
Jeremiah Valoaga,jeremiah valoaga,ok,0.147,164,121,86,130.0,34,28,22,29.1,53.5,109.7,105.9,0.126
Courtney Van Buren,courtney van buren,no face,0.0,,,,,,,,,,,,
Mitchell Van Dyk,mitchell van dyk,no face,0.0,,,,,,,,,,,,
DeMarcus Van Dyke,demarcus van dyke,no face,0.0,,,,,,,,,,,,
Andrew Van Ginkel,andrew van ginkel,ok,0.252,121,81,53,89.8,69,52,38,55.5,-103.6,46.6,-6.4,0.012
Cole Van Lanen,cole van lanen,ok,0.119,196,151,150,164.2,15,10,8,11.3,108.7,-21.1,15.4,0.302
Lukas Van Ness,lukas van ness,ok,0.157,170,119,93,131.3,72,50,30,54.6,-22.9,-27.6,20.0,0.041
Kyle Van Noy,kyle van noy,ok,0.111,210,164,140,175.0,38,36,36,36.6,43.4,85.8,90.4,0.368
Sedrick Van Pran-Granger,sedrick van pran granger,ok,0.087,164,92,78,112.1,19,19,19,19.0,37.6,102.1,101.1,0.77
Greg Van Roten,greg van roten,ok,0.124,202,126,109,146.9,17,15,12,15.3,17.6,115.7,124.2,0.587
Kyle Vanden Bosch,kyle vanden bosch,no face,0.0,,,,,,,,,,,,
Leighton Vander Esch,leighton vander esch,ok,0.157,195,126,99,143.6,17,9,4,10.8,45.5,4.7,6.0,0.345
Eddie Vanderdoes,eddie vanderdoes,ok,0.214,226,162,136,178.2,92,73,69,78.2,-12.2,110.9,86.7,0.089
Mike Vanderjagt,mike vanderjagt,no face,0.0,,,,,,,,,,,,
Julian Vandervelde,julian vandervelde,no face,0.0,,,,,,,,,,,,
Nick Vannett,nick vannett,ok,0.141,203,143,129,159.3,17,12,11,13.4,105.8,-15.7,22.3,0.815
Nathan Vasher,nathan vasher,no face,0.0,,,,,,,,,,,,
Louis Vasquez,louis vasquez,no face,0.0,,,,,,,,,,,,
Dustin Vaughan,dustin vaughan,no face,0.0,,,,,,,,,,,,
Josh Vaughan,josh vaughan,no face,0.0,,,,,,,,,,,,
Cassius Vaughn,cassius vaughn,no face,0.0,,,,,,,,,,,,
Deuce Vaughn,deuce vaughn,ok,0.125,184,118,94,135.1,19,19,19,19.0,104.8,-33.3,18.3,0.96
Chip Vaughn,chip vaughn,no face,0.0,,,,,,,,,,,,
Ke'Shawn Vaughn,keshawn vaughn,ok,0.113,173,124,106,136.6,20,18,19,18.7,73.3,125.0,118.9,0.465
Khaleed Vaughn,khaleed vaughn,no face,0.0,,,,,,,,,,,,
Vickiel Vaughn,vickiel vaughn,no face,0.0,,,,,,,,,,,,
James Vaughters,james vaughters,ok,0.157,234,143,107,166.1,39,17,9,22.7,156.7,-1.9,112.2,0.092
Vita Vea,vita vea,ok,0.114,169,114,89,127.6,10,9,9,9.3,109.7,-22.4,-17.1,0.522
Demetrin Veal,demetrin veal,no face,0.0,,,,,,,,,,,,
Jordan Veasy,jordan veasy,ok,0.119,132,76,54,90.2,3,3,3,3.0,20.2,52.8,55.9,0.697
Jason Vega,jason vega,no face,0.0,,,,,,,,,,,,
David Veikune,david veikune,no face,0.0,,,,,,,,,,,,
Fernando Velasco,fernando velasco,no face,0.0,,,,,,,,,,,,
Jared Veldheer,jared veldheer,ok,0.168,215,150,127,166.8,38,23,17,26.8,11.3,48.7,38.8,0.118
Matt Veldman,matt veldman,no face,0.0,,,,,,,,,,,,
Devaughn Vele,devaughn vele,ok,0.126,179,116,89,131.8,16,14,17,15.1,110.5,-12.7,-1.8,1.0
Joe Vellano,joe vellano,no face,0.0,,,,,,,,,,,,
Justin Veltung,justin veltung,no face,0.0,,,,,,,,,,,,
Raymond Ventrone,raymond ventrone,no face,0.0,,,,,,,,,,,,
Ross Ventrone,ross ventrone,no face,0.0,,,,,,,,,,,,
Alijah Vera-Tucker,alijah vera tucker,ok,0.12,210,147,102,160.7,12,10,10,10.6,64.9,52.4,60.6,0.737
Ross Verba,ross verba,no face,0.0,,,,,,,,,,,,
Jimmy Verdon,jimmy verdon,no face,0.0,,,,,,,,,,,,
Brock Vereen,brock vereen,no face,0.0,,,,,,,,,,,,
Shane Vereen,shane vereen,no face,0.0,,,,,,,,,,,,
Alterraun Verner,alterraun verner,no face,0.0,,,,,,,,,,,,
Conner Vernon,conner vernon,no face,0.0,,,,,,,,,,,,
Olivier Vernon,olivier vernon,ok,0.155,65,49,45,53.3,21,13,14,15.5,-8.2,34.1,33.1,0.307
Jason Verrett,jason verrett,ok,0.162,183,118,90,134.2,25,21,20,22.1,32.2,111.3,50.1,0.429
Jared Verse,jared verse,ok,0.168,68,47,34,51.7,6,5,5,5.3,-77.7,-58.6,-22.5,0.334
Marcus Vick,marcus vick,no face,0.0,,,,,,,,,,,,
Lee Vickers,lee vickers,no face,0.0,,,,,,,,,,,,
Kendal Vickers,kendal vickers,ok,0.109,140,92,66,103.5,17,16,14,16.1,82.5,26.8,25.7,0.998
Lawrence Vickers,lawrence vickers,no face,0.0,,,,,,,,,,,,
Kevin Vickerson,kevin vickerson,no face,0.0,,,,,,,,,,,,
Azeem Victor,azeem victor,ok,0.133,208,120,91,143.0,23,33,40,30.8,105.4,126.3,120.8,0.659
Josh Victorian,josh victorian,no face,0.0,,,,,,,,,,,,
Kimani Vidal,kimani vidal,ok,0.112,199,123,99,143.0,12,12,17,12.6,31.7,107.0,82.1,0.611
Nick Vigil,nick vigil,ok,0.139,202,152,133,164.8,28,19,16,21.4,-11.0,91.2,45.3,0.189
Zach Vigil,zach vigil,ok,0.153,205,152,136,166.0,25,17,10,18.6,-16.3,64.1,10.8,0.354
Kindle Vildor,kindle vildor,ok,0.109,164,108,80,121.6,33,26,24,27.9,53.8,58.5,67.8,0.166
Alejandro Villanueva,alejandro villanueva,ok,0.18,168,130,101,138.2,144,135,121,136.1,7.8,93.1,77.1,0.004
Chris Villarrial,chris villarrial,no face,0.0,,,,,,,,,,,,
Jonathan Vilma,jonathan vilma,no face,0.0,,,,,,,,,,,,
Adam Vinatieri,adam vinatieri,ok,0.154,251,159,131,183.3,12,7,4,8.2,35.4,10.7,23.5,0.698
Keydrick Vincent,keydrick vincent,no face,0.0,,,,,,,,,,,,
Troy Vincent,troy vincent,ok,0.286,171,134,111,142.1,26,20,18,21.6,110.7,39.5,57.0,0.128
Darius Vinnett,darius vinnett,no face,0.0,,,,,,,,,,,,
Carson Vinson,carson vinson,ok,0.123,166,110,85,124.0,13,11,11,11.6,99.3,20.4,30.0,0.519
Dee Virgin,dee virgin,ok,0.156,129,77,57,90.3,18,19,20,18.8,57.5,24.8,38.0,0.789
Danny Vitale,danny vitale,ok,0.168,182,122,108,138.3,38,28,24,30.6,-39.8,52.1,33.1,0.349
Tristan Vizcaino,tristan vizcaino,ok,0.151,190,149,121,158.2,65,57,52,58.8,-31.7,25.4,23.5,0.05
David Vobora,david vobora,no face,0.0,,,,,,,,,,,,
Justin Vogel,justin vogel,ok,0.408,89,66,60,72.2,29,20,19,22.6,,,,0.098
Billy Volek,billy volek,no face,0.0,,,,,,,,,,,,
Kurt Vollers,kurt vollers,no face,0.0,,,,,,,,,,,,
Sebastian Vollmer,sebastian vollmer,no face,0.0,,,,,,,,,,,,
Cordell Volson,cordell volson,ok,0.163,215,148,112,164.0,22,14,8,15.7,84.6,-4.5,57.1,0.277
Andrew Vorhees,andrew vorhees,ok,0.127,214,153,137,169.3,17,12,11,13.4,154.2,-16.5,35.7,0.89
Mike Vrabel,mike vrabel,no face,0.0,,,,,,,,,,,,
Jeremy Vujnovich,jeremy vujnovich,ok,0.145,239,169,148,187.5,12,12,10,11.8,160.6,128.0,165.3,0.726
Michael Waddell,michael waddell,no face,0.0,,,,,,,,,,,,
Jaylen Waddle,jaylen waddle,ok,0.145,227,156,121,173.2,9,10,9,9.6,153.8,59.2,32.0,0.506
LaAdrian Waddle,laadrian waddle,ok,0.201,113,72,51,81.9,18,16,15,16.5,-7.1,-0.5,47.7,0.229
Barrington Wade,barrington wade,ok,0.148,190,121,88,137.9,24,20,16,20.7,105.8,17.2,48.6,0.924
Jonathan Wade,jonathan wade,no face,0.0,,,,,,,,,,,,
John Wade,john wade,no face,0.0,,,,,,,,,,,,
Bobby Wade,bobby wade,no face,0.0,,,,,,,,,,,,
Shaun Wade,shaun wade,ok,0.154,200,138,106,152.9,25,20,17,21.2,117.4,46.5,41.5,0.475
Todd Wade,todd wade,no face,0.0,,,,,,,,,,,,
Trevin Wade,trevin wade,no face,0.0,,,,,,,,,,,,
Bobby Wagner,bobby wagner,ok,0.127,232,161,126,178.2,3,3,2,2.9,91.1,39.1,75.8,0.457
Mike Wahle,mike wahle,no face,0.0,,,,,,,,,,,,
Drew Wahlroos,drew wahlroos,no face,0.0,,,,,,,,,,,,
Corliss Waitman,corliss waitman,ok,0.125,139,75,47,90.9,10,9,9,9.3,5.7,74.3,77.5,0.999
Cameron Wake,cameron wake,ok,0.144,188,121,83,136.7,23,23,18,22.4,83.1,32.0,51.2,0.837
Erik Walden,erik walden,no face,0.0,,,,,,,,,,,,
Matt Waletzko,matt waletzko,ok,0.125,230,157,150,178.0,168,162,158,163.3,89.6,134.4,143.0,0.043
Clive Walford,clive walford,ok,0.144,123,77,57,88.5,75,66,63,68.3,-30.5,63.2,64.9,0.187
Aaron Walker,aaron walker,no face,0.0,,,,,,,,,,,,
Anthony Walker,anthony walker,ok,0.116,176,140,119,148.4,18,17,17,17.3,126.8,30.7,50.0,0.427
Bracy Walker,bracy walker,no face,0.0,,,,,,,,,,,,
Brian Walker,brian walker,no face,0.0,,,,,,,,,,,,
D'Andre Walker,dandre walker,ok,0.142,186,134,118,147.7,21,17,16,18.0,28.8,124.9,130.8,0.4
Darius Walker,darius walker,no face,0.0,,,,,,,,,,,,
Darwin Walker,darwin walker,no face,0.0,,,,,,,,,,,,
