name,TGID,pos,skin,fam,variant,hairfam,appearance
Robert Stallings,25,TE,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1b', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Darren Long,25,TE,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Chuck Scott,25,WR,1,1,a,1,"['Head1a', 'Eyes1d', 'Hair1h', 'Beard1f2', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Vince Heflin,25,WR,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1k', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Nick Bruckner,25,WR,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3g', 'Beard3e', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Joe Cooper,25,K,0,1,a,1,"['Head1a', 'Eyes1c', 'Hair1b', 'Beard1c', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Walt Bowyer,25,DE,0,2,a,2,"['Head2a', 'Eyes1e', 'Hair2d', 'Beard2b', 'Eyebrows2a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Bob Olderman,25,OG,0,1,b,3,"['Head1b', 'Eyes1b', 'Hair3g', 'Beard3f1', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Curtis McGriff,32,DT,0,3,b,3,"['Head3b', 'Eyes1e', 'Hair3a', 'Beard3f1', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Rozier,30,RB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1k', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Angelo Snipes,25,OLB,0,1,a,3,"['Head1a', 'Eyes1c', 'Hair3a', 'Beard3g', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Charles Bowser,25,OLB,0,3,a,3,"['Head3a', 'Eyes1e', 'Hair3c', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kevin Belcher,25,OT,0,3,b,1,"['Head3b', 'Eyes1b', 'Hair1p', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Russ Grimm,26,OG,0,3,b,3,"['Head3b', 'Eyes1d', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kelvin Clark,25,OT,0,3,d,1,"['Head3d', 'Eyes1d', 'Hair1l', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Bobby Bell,25,MLB,0,1,a,3,"['Head1a', 'Eyes1d', 'Hair3d', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Roosevelt Barnes,25,MLB,1,5,a,1,"['Head5a', 'Eyes1a', 'Hair1d', 'Beard1b', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Mike Black,25,P,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1b', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Paul McDonald,25,QB,0,2,a,1,"['Head2a', 'Eyes1d', 'Hair1d', 'Beard1c', 'Eyebrows1a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Gino Hartley,25,QB,0,4,a,1,"['Head4a', 'Eyes1a', 'Hair1e', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Raleigh McKenzie,26,OG,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1h', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rick Badanjek,26,RB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1a', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Dennis Swilley,31,C,1,3,c,1,"['Head3c', 'Eyes1d', 'Hair1b', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Clint Didier,26,TE,1,1,a,1,"['Head1a', 'Eyes1c', 'Hair1h', 'Beard1g', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Joe  Jacoby,26,OT,0,3,b,1,"['Head3b', 'Eyes1c', 'Hair1l', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
R.C. Thielemann,26,OG,0,3,c,1,"['Head3c', 'Eyes1b', 'Hair1a', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dean Hamel,26,DT,0,3,b,1,"['Head3b', 'Eyes1e', 'Hair1n', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Darryl Grant,26,DT,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1s', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Reggie Branch,26,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1n', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rufus Bess,31,CB,1,4,c,1,"['Head4c', 'Eyes1d', 'Hair1j', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Curtis Jordan,26,S,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Todd Bowles,26,S,0,1,a,3,"['Head1a', 'Eyes1d', 'Hair3h', 'Beard3f1', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Keith Griffin,26,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1s', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ken Jenkins,26,RB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Charles Mann,26,DE,1,3,b,1,"['Head3b', 'Eyes1a', 'Hair1l', 'Beard1f1', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Tom Beasley,26,DE,1,3,c,1,"['Head3c', 'Eyes1b', 'Hair1f', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Steve Jordan,31,TE,0,1,a,1,"['Head1a', 'Eyes1e', 'Hair1d', 'Beard1d', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Ron Tilton,26,OG,0,1,a,2,"['Head1a', 'Eyes1c', 'Hair2g', 'Beard2e', 'Eyebrows2b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Sheldon Andrus,27,DT,0,3,b,1,"['Head3b', 'Eyes1c', 'Hair1r1', 'Beard1a', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Rich Milot,26,OLB,1,3,a,3,"['Head3a', 'Eyes1b', 'Hair3a', 'Beard3e', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Monte Coleman,26,OLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1b', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mark May,26,OT,0,3,b,1,"['Head3b', 'Eyes1a', 'Hair1i', 'Beard1f1', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Ken Coffey,26,S,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1r2', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Alvin Walton,26,S,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1r1', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Terry Orr,26,TE,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1l', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Todd Frain,26,TE,1,3,b,1,"['Head3b', 'Eyes1a', 'Hair1j', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ricky Sanders,26,WR,1,4,a,3,"['Head4a', 'Eyes1b', 'Hair3a', 'Beard3e', 'Eyebrows3a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
James Noble,26,WR,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1h', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Eric Yarber,26,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1q', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Clarence Verdin,26,WR,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1d', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Mark Moseley,26,K,0,1,c,3,"['Head1c', 'Eyes1e', 'Hair3i', 'Beard3g', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Steve Hamilton,26,DE,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1i', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bruce Clark,27,DE,1,3,b,1,"['Head3b', 'Eyes1e', 'Hair1j', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Calvin Daniels,26,OLB,2,3,a,1,"['Head3a', 'Eyes1c', 'Hair1r2', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mel Kaufman,26,OLB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1h', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
David Fonoti,26,OT,0,1,b,4,"['Head1b', 'Eyes1e', 'Hair4g', 'Beard4a', 'Eyebrows4b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Milford Hodge,27,DT,1,3,b,1,"['Head3b', 'Eyes1d', 'Hair1h', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Don McQuaid,26,OT,0,3,b,3,"['Head3b', 'Eyes1c', 'Hair3l', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Jeff Paine,26,MLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1e', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Joe Krakoski,26,MLB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1h', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Steve Cox,26,P,0,3,a,1,"['Head3a', 'Eyes1c', 'Hair1b', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jay Schroeder,26,QB,0,1,a,2,"['Head1a', 'Eyes1a', 'Hair2j', 'Beard2c', 'Eyebrows2b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Doug Williams,26,QB,0,3,c,1,"['Head3c', 'Eyes1a', 'Hair1h', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mark Rypien,26,QB,0,1,a,3,"['Head1a', 'Eyes1d', 'Hair3h', 'Beard3b', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Dan Kirtman,27,RB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1q', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Brett Maxie,27,S,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1j', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Frank Wattelet,27,S,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1s', 'Beard1f2', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Williams,27,RB,1,1,a,1,"['Head1a', 'Eyes1d', 'Hair1a', 'Beard1g', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Mel Gray,27,RB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1e', 'Beard1f2', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dave Wilson,27,QB,0,2,a,1,"['Head2a', 'Eyes1e', 'Hair1j', 'Beard1f2', 'Eyebrows1a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Jumpy Geathers,27,DE,1,4,b,3,"['Head4b', 'Eyes1b', 'Hair3h', 'Beard3d', 'Eyebrows3a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jon Dumbauld,27,DE,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1k', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ralph Williams,27,OG,0,2,b,3,"['Head2b', 'Eyes1c', 'Hair3c', 'Beard3g', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Edwin Bailey,28,OG,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1d', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Pat Swilling,27,OLB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1d', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
James Haynes,27,OLB,1,4,a,3,"['Head4a', 'Eyes1d', 'Hair3g', 'Beard3f1', 'Eyebrows3a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jamie Williams,30,TE,1,3,a,2,"['Head3a', 'Eyes1d', 'Hair2b', 'Beard2g', 'Eyebrows2a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Stan Brock,27,OT,0,1,b,3,"['Head1b', 'Eyes1a', 'Hair3i', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Antonio Gibson,27,S,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1o', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Reggie Sutton,27,S,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1s', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
John Tice,27,TE,0,1,a,2,"['Head1a', 'Eyes1e', 'Hair2i', 'Beard2g', 'Eyebrows2a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Eugene Goodlow,27,WR,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Kelvin Edwards,27,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1i', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Herbert Harris,27,WR,1,2,a,3,"['Head2a', 'Eyes1a', 'Hair3a', 'Beard3d', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Morten Andersen,27,K,0,3,a,3,"['Head3a', 'Eyes1e', 'Hair3e', 'Beard3e', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Frank Warren,27,DE,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1i', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Jack Del Rio,27,MLB,0,2,a,5,"['Head2a', 'Eyes1c', 'Hair5a', 'Beard5g', 'Eyebrows5a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Joe Kohlbrand,27,OLB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1p', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Dave Lafary,27,OT,0,3,d,1,"['Head3d', 'Eyes1d', 'Hair1h', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Daren Gilbert,27,OT,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Glen Redd,27,MLB,1,4,a,3,"['Head4a', 'Eyes1b', 'Hair3i', 'Beard3a', 'Eyebrows3a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Alvin Toles,27,MLB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1m', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Brian Hansen,27,P,0,1,a,3,"['Head1a', 'Eyes1c', 'Hair3h', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Bobby Hebert,27,QB,0,3,a,1,"['Head3a', 'Eyes1b', 'Hair1j', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Babe Laufenberg,27,QB,0,1,a,3,"['Head1a', 'Eyes1e', 'Hair3h', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Randall Morris,28,RB,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3h', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Mike Tice,28,TE,0,1,a,2,"['Head1a', 'Eyes1d', 'Hair2a', 'Beard2f1', 'Eyebrows2a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Ron Mattes,28,OT,0,1,b,3,"['Head1b', 'Eyes1e', 'Hair3h', 'Beard3a', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Reggie Kinlaw,28,DT,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1b', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Rovito,28,DT,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rick Parros,28,RB,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1r2', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Eugene Robinson,28,S,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1n', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Paul Moyer,28,S,0,2,a,1,"['Head2a', 'Eyes1a', 'Hair1q', 'Beard1d', 'Eyebrows1b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Eric Lane,28,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1j', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bobby Joe Edmunds,28,RB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1f', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dave Krieg,28,QB,0,4,a,1,"['Head4a', 'Eyes1e', 'Hair1m', 'Beard1c', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Jacob Green,28,DE,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1h', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Randy Edwards,28,DE,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1q', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jon Borchardt,28,OG,0,2,b,3,"['Head2b', 'Eyes1a', 'Hair3e', 'Beard3e', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Gerald Williams,29,DT,1,3,b,3,"['Head3b', 'Eyes1e', 'Hair3h', 'Beard3e', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Keith Butler,28,MLB,1,4,c,1,"['Head4c', 'Eyes1e', 'Hair1b', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Sam Merriman,28,OLB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1d', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Mike Wilson,28,OT,0,3,d,1,"['Head3d', 'Eyes1e', 'Hair1q', 'Beard1f1', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Gary Zimmerman,31,OT,0,1,b,3,"['Head1b', 'Eyes1b', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Eddie Anderson,28,S,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1m', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Charles Jackson,28,S,0,2,a,1,"['Head2a', 'Eyes1a', 'Hair1d', 'Beard1d', 'Eyebrows1a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Gordon Hudson,28,TE,1,3,a,5,"['Head3a', 'Eyes1c', 'Hair5a', 'Beard5g', 'Eyebrows5b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jim Laughton,28,TE,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1b', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ray Butler,28,WR,1,3,c,1,"['Head3c', 'Eyes1b', 'Hair1b', 'Beard1a', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Paul Skansi,28,WR,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1q', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Byron Walker,28,WR,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1b', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Norm Johnson,28,K,0,1,a,3,"['Head1a', 'Eyes1e', 'Hair3c', 'Beard3a', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Alonzo Mitz,28,DE,1,4,b,1,"['Head4b', 'Eyes1b', 'Hair1b', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bob Cryder,28,OG,0,3,d,1,"['Head3d', 'Eyes1a', 'Hair1d', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Bruce Scholtz,28,OLB,0,1,a,3,"['Head1a', 'Eyes1e', 'Hair3e', 'Beard3e', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Michael Jackson,28,OLB,1,3,c,1,"['Head3c', 'Eyes1d', 'Hair1i', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Curt Singer,28,OT,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1d', 'Beard1f2', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Kani Kauahi,28,OT,2,3,b,1,"['Head3b', 'Eyes1d', 'Hair1j', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
John Kaiser,28,MLB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1c', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Glenn Cameron,28,MLB,1,4,c,1,"['Head4c', 'Eyes1d', 'Hair1s', 'Beard1b', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Vince Gamache,28,P,0,2,a,2,"['Head2a', 'Eyes1e', 'Hair2i', 'Beard2g', 'Eyebrows2a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Gale Gilbert,28,QB,0,1,a,3,"['Head1a', 'Eyes1a', 'Hair3l', 'Beard3f2', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Sean Salisbury,28,QB,0,3,a,1,"['Head3a', 'Eyes1a', 'Hair1k', 'Beard1a', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Louis Lipps,29,WR,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1f', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Stallworth,29,WR,1,3,c,1,"['Head3c', 'Eyes1d', 'Hair1s', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Weegie Thompson,29,WR,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1i', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Calvin Sweeney,29,WR,1,5,c,1,"['Head5c', 'Eyes1c', 'Hair1s', 'Beard1g', 'Eyebrows1b', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Jessie Britt,29,WR,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1f', 'Beard1c', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ray Pinney,29,OG,0,3,c,1,"['Head3c', 'Eyes1d', 'Hair1f', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
